,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative
1017,203128708,20203128708,https://hsip.dot.state.oh.us/api/report/20203128708,2020,8/1/2020 0:00,8,MHAMMR07165**C,M,HAM,0.005,39.236606,-84.321884,76582,16885.0,8/6/2020 0:00,Serious injury suspected,Pedalcycles,5,N,,Y,N,Local roads,18,1,,,,N,0.005,MHAMMR07165**C,N,Daylight,20-060,4,8,,1,0,2,THE INDIAN HILL,Not an intersection,,N,N,2.0,N,0.0,,N,8885,N,THE INDIAN HILL,N,,,,WHISPERING HILL,DR,,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Curve level,,93927.0,N,0.005,49,N,Not discernible,South,West,Other / unknown,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,25,Making leftturn,Motor vehicle in transport,,,,,,None,No control,Left turn,Bicycle,10,54.0,22,2.0,1.0,1.0,M,,2,25.0,4.0,11,15.0,,,,,1.0,6.0,NT,3,15.0,,,,,,,,,,,,,0,,38905.0,Non_WZ_Non_CMV,2020/pdf/203128708,"unit #1, a giant anyroad bicycle, was northbound on whispering hill and had just passed 8940 whispering hill drive. unit #2 exited the driveway at 8940 whispering hill drive and was now coming up behind unit #1. both units were approaching the end of the circle in front of the driveway to 8885 whispering hill drive. unit #1 decided to go around the circle again and made a sharp left turn. unit #2 had moved to the left in the roadway and was in the process of passing unit #1. unit #2 swerved to left and braked but could not avoid striking unit #1 with his right front bumper at the right headlight. (continued on supplementary narrative oh-2)", giant anyroad whispering whispering whispering end whispering decide move process swerve braked avoid bumper headlight 
1021,203110713,20203110713,https://hsip.dot.state.oh.us/api/report/20203110713,2020,7/1/2020 0:00,6,CFRACR00017**C,C,FRA,3.047,40.059066,-82.94366,18000,19234.0,7/11/2020 0:00,Injury possible,Pedalcycles,7,N,,N,N,Other principal arterial roads,18,0,,,,N,3.047,CFRACR00017**C,N,Daylight,200510695,4,7,,1,0,2,COLUMBUS,Not an intersection,E,N,N,4.0,N,0.057,MR,N,,N,COLUMBUS,N,,,,MORSE,RD,,,,,N,,,CHESFORD,1,,,,RD,N,N,N,0,,N,,1,Dry,Straight level,,4600.0,N,3.047,45,Y,Failure to yield,East,South,,M,N,N,N,Data not valid or not provided,6,Nothing struck,1,0,45,Making leftturn,Pedalcycle,,,,,,None,No control,Left turn,Sport utility vehicle,5,28.0,1,4.0,3.0,1.0,M,7.0,2,,99.0,20,,,,,,1.0,6.0,NT,26,,,,,,,,,,,,,,0,Clear,41624.0,Non_WZ_Non_CMV,2020/pdf/203110713,"unit 2 stated that he was riding his bicycle eastbound on morse rd., in the far right lane, when unit 1 turned left in front of him. unit 2 stated that unit 1 struck him on the left side of his bicycle with the front of his vehicle. the driver of unit 1 stated that he was driving westbound on morse rd. and attempted to turn left into the goodwill parking lot. the driver of unit 1 stated that he did not see unit 2 until he struck him. unit 2 was treated at scene by clinton township medic 62 for scratches to both feet. the driver of unit 1 was cited for failure to yield from a left turn on citation number 1809585. there was no damage to unit 1. both parties left the scene on their own.", far  goodwill medic scratch foot failure party 
1024,203111358,20203111358,https://hsip.dot.state.oh.us/api/report/20203111358,2020,7/1/2020 0:00,12,SLAKUS00020**C,S,LAK,10.529,41.674216,-81.322689,49056,17668.0,7/11/2020 0:00,Injury possible,Pedalcycles,7,N,Two-way roadway,N,N,Other principal arterial roads,16,0,,,,N,10.529,SLAKUS00020**C,N,Daylight,2020-00019936,4,7,N,1,0,2,MENTOR,Not an intersection,,N,Y,2.0,N,0.0,,N,,N,MENTOR,N,,,,MENTOR,AVE,20,US,,,N,,,MEADOWLAWN,1,,,,DR,N,N,N,0,,N,3.0,1,Dry,Straight level,,315973.0,N,213.044,33,Y,Failure to yield,South,East,,F,N,N,N,Data not valid or not provided,4,Nothing struck,2,0,35,Entering traffic lane,Pedalcycle,,,,,,None,No control,Right turn,Sport utility vehicle,5,52.0,1,3.0,4.0,1.0,M,2.0,1,35.0,1.0,20,,,,,,1.0,6.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,43208.0,Non_WZ_Non_CMV,2020/pdf/203111358,"unit 01 was traveling w/b on the sidewalk, on the south side of us rt 20 (mentor ave), entering into the unmarked crosswalk at the intersection with meadowlawn dr. unit 02 was stopped n/b on meadowlawn dr, at the intersection with us rt 20, waiting to turn right and proceed e/b. unit 02 failed to yield the right of way to unit 01 as he entered the unmarked crosswalk. unit 02 struck the left side of unit 01 with her center front.", unmarked meadowlawn meadowlawn wait proceed b unmarked center 
1026,203129101,20203129101,https://hsip.dot.state.oh.us/api/report/20203129101,2020,8/1/2020 0:00,2,SLUCSR00184**C,S,LUC,3.586,41.720739,-83.626242,77000,87868.0,8/9/2020 0:00,Injury possible,Pedalcycles,1,N,Two-way roadway,N,N,Other principal arterial roads,14,0,,88e41d21-e1a0-4e59-9f85-7e53feaee069,a51ec573-5d8c-4ca7-8b60-408de1dbd3a7,N,3.586,SLUCSR00184**C,N,Daylight,2.00809E+13,4,8,,1,0,2,TOLEDO,Not an intersection,E,N,N,4.0,N,0.017,MR,N,,N,TOLEDO,N,,,W,ALEXIS,RD,,,,,N,,,DONNELLY,1,,,,RD,N,N,N,0,,N,3.0,1,Dry,Straight level,,192171.0,N,3.586,0,Y,Other improper action,East,West,Data not valid or not provided,U,N,N,N,Data not valid or not provided,3,Nothing struck,2,0,35,Unknown,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,0,57.0,99,4.0,3.0,1.0,M,99.0,1,35.0,1.0,20,,,,,,1.0,6.0,NT,26,10.0,,,,,,,,,,,,,0,Clear,45145.0,Non_WZ_Non_CMV,2020/pdf/203129101,"the driver of unit #1 stated that he was riding his bicycle and turned westbound from donnelly rd. onto alexis rd. and was riding down the middle of the road in between the construction barrels and was struck by unit #2 who made an illegal u turn while eastbound alexis rd. to westbound alexis rd. he stated that unit #2 drove off after striking him in a high rate of speed. he described it as a blue jeep liberty with a license plate of hyv9135. he wasn't able to see the driver of the vehicle. he stated that he might be injured, but denied medical attention to the scene. this is a construction zone with only the curb lane open in each direction and traffic barrels blocking the passing lane. the original report was drafted by officer eric macek #2459.the owner of unit #2, hit skip vehicle, was asked to arrive to the northwest police station on 10-01-20 to give a statement about the accident that occurred at w.alexis and donnelly on 08-09-20, but failed to appear.there were no witnesses to the accident and the driver was not seen.inactive", middle barrel illegal u rate describe jeep license plate hyv able injure deny open barrel original draft macek the owner skip ask station statement occur walexis appearthere inactive
1027,203112557,20203112557,https://hsip.dot.state.oh.us/api/report/20203112557,2020,7/1/2020 0:00,6,CFRACR00057**C,C,FRA,5.484,40.063415,-83.046284,18000,19234.0,7/13/2020 0:00,Injury possible,Pedalcycles,2,N,,N,N,Local roads,16,0,,20cba57e-7994-4f96-b344-9982fa79b4ba,cd59e46e-0c22-4e2b-985f-b55fe8706e93,N,5.484,CFRACR00057**C,N,Daylight,200516161,4,7,,1,0,2,COLUMBUS,T-intersection,,N,Y,2.0,N,0.0,CR,N,,N,COLUMBUS,N,,,,Bethel,RD,,,,,N,,,Postlewaite,1,,,,RD,N,N,N,0,,N,,1,Dry,Straight grade,,15688.0,N,5.484,14,Y,Failure to yield,West,East,,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,0,Straight ahead,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,0,46.0,1,1.0,4.0,1.0,M,,2,35.0,5.0,15,,,,,,1.0,6.0,RT,3,2.0,,,,,,,,,,,,,0,Clear,45209.0,Non_WZ_Non_CMV,2020/pdf/203112557,"unit 1 was riding his bicycle on the sidewalk e/b on the north side of bethel road, w/o postelwaite rd. witness 1 was riding with unit 1. unit 2 was s/b on postlewiate road, n/o bethel road and stopped at the stop sign waiting to turn right onto bethel rd. witness 2 was behind unit 2. unit 2 and witness 2 stated unit 2 stopped at the stop sign and then moved forward to start his right hand turn onto bethel rd. unit 2 stated he did not see unit 1. witness 1 and unit 1 observed unit 2 stop at the stop sign. witness 1 stopped prior to the cross walk. unit 1 continued into the cross walk and units struck. unit 1 sustained injury to his foot and leg, no treatment was needed on scene. unit 1 was a giant, tcr bicycle.", w o postelwaite postlewiate o wait move forward start prior walk continue walk sustained foot leg need giant tcr 
1032,203113257,20203113257,https://hsip.dot.state.oh.us/api/report/20203113257,2020,7/1/2020 0:00,6,MFRAMR01913**C,M,FRA,0.845,39.931997,-82.980207,18000,19234.0,7/15/2020 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Local roads,1,0,,ec01ec6a-197c-423c-aeac-4f7e7b9e1197,9874dd59-bb60-47ce-be95-81ecacbaabb8,N,0.845,MFRAMR01913**C,N,Dark - lighted roadway,200520307,4,7,,1,1,2,COLUMBUS,T-intersection,,N,Y,2.0,N,0.0,MR,N,,N,COLUMBUS,N,,,,SOUTHWOOD,AVE,,,,,N,,S,17TH,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,112178.0,N,0.845,0,Y,Improper turn,West,South,Other / unknown,U,N,N,N,Data not valid or not provided,3,Nothing struck,1,9,25,Making righturn,Pedalcycle,,,,,,None,No control,Right turn,Sport utility vehicle,0,33.0,1,2.0,1.0,9.0,M,5.0,2,25.0,8.0,20,,,,,,1.0,6.0,NT,26,,,,,,,,,,,,,,0,Clear,47082.0,Non_WZ_Non_CMV,2020/pdf/203113257,driver of unit #1 was east bound on southwood ave and turned right onto s. 17th st south bound hitting unit #2 male on a bicyle . knocking the male off of unit #2 onto the ground breaking his right hip . unit #2 male on the bicyle was riding north bound on s. 17th st when unit #1 hit him . the driver of unit #1 did not stop after the accident just continued south bound on s. 17th st to west bound e. markison ave . unit #2 the male on the bicyle was transported to grant hospital e.r. by c.f.d. medic #14 for the broken right hip., southwood male bicyle knock male ground break hip male bicyle continue markison male bicyle er cfd medic break hip 
1035,205088710,20205088710,https://hsip.dot.state.oh.us/api/report/20205088710,2020,6/1/2020 0:00,6,CDELCR00106**N,C,DEL,4.267,40.182849,-82.962332,58618,19234.0,6/5/2020 0:00,Serious injury suspected,Pedalcycles,6,Y,,Y,N,Minor arterial roads,18,1,,,,N,4.355,CDELCR00106**C,N,Daylight,21-0615-21,2,6,,1,0,2,ORANGE TOWNSHIP,Not an intersection,W,Y,N,2.0,N,0.1,TR,N,,N,ORANGE TOWNSHIP,N,,,,,,106,CR,,,N,,,,1,107,TR,,,N,N,N,0,,N,,0,Dry,Straight grade,,56545.0,N,4.267,28,Y,Drove off road,East,West,Other activity with an electronic device,M,N,N,N,Data not valid or not provided,2,Nothing struck,2,0,45,Straight ahead,Ran off road right,Pedalcycle,,,,,None,No control,No turn,Sport utility vehicle,30,58.0,1,3.0,4.0,1.0,M,7.0,1,45.0,12.0,20,1.0,44.0,,,,1.0,6.0,NT,26,10.0,,,,,,,,,,,,,0,Clear,51880.0,Non_WZ_Non_CMV,2020/pdf/205088710,"unit 1 was westbound on lewis center road off the right side on the berm. unit 2 was also westbound on lewis center road, drove off the right side of the roadway, and struck unit 1. unit 1 then rolled over and struck a ditch.", center berm center roll ditch 
1036,203115407,20203115407,https://hsip.dot.state.oh.us/api/report/20203115407,2020,7/1/2020 0:00,6,MFRAMR04285**C,M,FRA,0.62,39.957412,-82.94748,18000,19234.0,7/17/2020 0:00,Injury possible,Pedalcycles,6,N,,N,N,Minor arterial roads,19,0,,ef264f5c-57a6-451c-9501-a7d9aae5f61e,6027ba3e-bc86-4e98-bc13-bfeebd7c6356,N,0.62,MFRAMR04285**C,N,Daylight,200528111,4,7,,1,0,2,COLUMBUS,Not an intersection,N,N,Y,2.0,N,0.001,MR,N,,N,COLUMBUS,N,,,,NELSON,RD,,,,,N,,E,MAIN,1,,,,ST,N,N,N,0,,N,,1,Dry,Straight level,,153835.0,N,0.62,0,Y,Other improper action,East,North,Data not valid or not provided,U,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making righturn,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,5,60.0,1,3.0,4.0,1.0,M,1.0,2,,20.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Clear,52654.0,Non_WZ_Non_CMV,2020/pdf/203115407,unit #2 was traveling west bound on the sidewalk east of nelson rd on the north side of e main st. unit #3 stated that he entered the sidewalk on his bicycle traveling west bound accross the nelson rd. unit #1 was traveling west bound on e main st east of nelson rd. unit #1 made a north bound turn onto nelson rd at the same time unit #2 was crossing the street. unit #1 struck unit #2 and continued traveling north bound on nelson rd. the bicycle operator was transported to os east hospital in stable condition by cfd medic 15 and treated for lower body pain by emergency dr southerland. the bicycle (unit #1) had minor scuffs on it. unit #1 was described as a white truck or suv., accross continue os stable medic low body pain southerland scuff describe 
1042,203131493,20203131493,https://hsip.dot.state.oh.us/api/report/20203131493,2020,8/1/2020 0:00,6,MFRAMR01323B*C,M,FRA,0.097,40.005276,-82.950078,18000,19234.0,8/9/2020 0:00,Serious injury suspected,Pedalcycles,1,N,,N,N,Local roads,20,1,,72cbf7de-f96b-45e8-a498-f77a09368256,7599f058-a907-4c1a-bf90-ce4190ef17b2,N,0.097,MFRAMR01323B*C,N,Daylight,200594321,4,8,,2,0,3,COLUMBUS,Not an intersection,W,N,N,2.0,N,0.0,,Y,1798,N,COLUMBUS,N,,,,Marston,RD,,,,,N,,,1798TH,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,277194.0,N,0.097,9,Y,Other improper action,East,West,,M,N,N,N,Other / unknown,2,Nothing struck,1,2,25,Entering traffic lane,Pedalcycle,,,,,,None,No control,No turn,Bicycle,1,19.0,1,2.0,1.0,1.0,M,,2,25.0,1.0,21,,,,,,1.0,6.0,NT,4,25.0,1.0,3.0,10.0,99.0,,,,,,1.0,6.0,3.0,0,Clear,63636.0,Non_WZ_Non_CMV,2020/pdf/203131493,"the driver of unit #2 stated that he was traveling northbound on marston rd when unit # 1 went into the street. the driver of unit #2 stated that he slammed on the breaks and swerved to the right in an attempt to avoid unit #1 and struck unit #3 which was parked in front of 1798 marston rd. unit #1, juvenile bicyclist, was transported by cfd medic #18 to nationwide children's hospital in stable condition where he was treated for a broken arm by dr. holman.", marston go slammed break swerve avoid marston juvenile medic nationwide child stable broken arm holman 
1045,205145656,20205145656,https://hsip.dot.state.oh.us/api/report/20205145656,2020,8/1/2020 0:00,6,CDELCR00024**C,C,DEL,4.694,40.213147,-82.886476,5774,19234.0,8/25/2020 0:00,Serious injury suspected,Pedalcycles,3,N,,N,N,Major collector roads,9,1,,1df75507-aae9-46bd-bf32-4c4235b176c8,271147ef-331d-4227-997e-63ba20d02e62,N,4.694,CDELCR00024**C,N,Daylight,21-1027-21,2,8,,1,0,2,BERKSHIRE TOWNSHIP,T-intersection,,N,Y,2.0,N,0.0,CR,N,,N,BERKSHIRE TOWNSHIP,N,,,,,,24,CR,,,N,,,,1,24,CR,A,,N,Y,N,0,,N,,0,Dry,Straight grade,,11346.0,N,4.694,52,N,Improper passing,,,,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,55,Overtaking/passing,Pedalcycle,,,,,,None,No control,No turn,Sport utility vehicle,35,72.0,6,5.0,7.0,1.0,M,3.0,2,55.0,6.0,20,,,,,,1.0,6.0,LT,26,5.0,,,,,,,,,,,,,0,Clear,66596.0,Non_WZ_Non_CMV,2020/pdf/205145656,"unit #1 and unit #2 were southbound on s. old 3c hwy. unit #1 improperly attempted to pass unit#2. unit #2 improperly attempted to turn left. unit #1 struck unit #2. unit #1 came to rest in the roadway. unit #2 came to rest partially in the roadway, rider also came to rest partially in the roadway. a is other traffic in the area.", old c improperly improperly rest rest partially rest partially 
1048,206077672,20206077672,https://hsip.dot.state.oh.us/api/report/20206077672,2020,5/1/2020 0:00,2,CLUCCR01572**C,C,LUC,6.878,41.692697,-83.686363,76025,87868.0,5/7/2020 0:00,Serious injury suspected,Pedalcycles,5,N,,N,N,Minor arterial roads,17,1,,,,N,6.878,CLUCCR01572**C,N,Daylight,202010171,2,5,,1,0,2,SYLVANIA TOWNSHIP,Not an intersection,,N,N,4.0,N,0.0,,N,4126,N,SYLVANIA TOWNSHIP,N,,,,HOLLAND SYLVANIA,RD,,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,90503.0,N,6.878,52,Y,Wrong way,North,South,,M,N,N,N,Shoulder / roadside,4,Nothing struck,2,2,45,Other non-motorist,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,10,29.0,1,3.0,1.0,1.0,F,,1,45.0,5.0,15,,,,,,1.0,6.0,RT,3,10.0,,,,,,,,,,,,,0,Clear,67938.0,Non_WZ_Non_CMV,2020/pdf/206077672,"on the listed date and time, unit 1 was executing a right turn from the private drive of 4126 n. holland sylvania road to travel northbound on n. holland sylvania road. unit 2 was traveling southbound on n. holland sylvnania road in his far left lane. unit 2 failed to travel in the far right lane while operating a non-motorized bicyle, striking unit 1 in the rear passenger-side.",list execute sylvnania far far operate non motorize bicyle 
1050,206091820,20206091820,https://hsip.dot.state.oh.us/api/report/20206091820,2020,6/1/2020 0:00,11,MTUSMR00195**C,M,TUS,0.097,40.522789,-81.472243,22456,99723.0,6/9/2020 0:00,Minor injury suspected,Pedalcycles,3,N,,N,N,Local roads,20,0,,d628054a-fd39-4b2f-b641-52c48b87291a,f8b01aa8-50ca-4247-9d58-6515ee197300,N,0.097,MTUSMR00195**C,N,Daylight,20-4513,4,6,,2,1,2,DOVER,Four-way intersection,,N,Y,2.0,N,0.0,MR,Y,,N,DOVER,N,,,,POPLAR,ST,,,,,N,,,UNNAMED,1,,,,ALY,N,N,N,0,,N,,0,Dry,Straight level,,95514.0,N,0.097,14,Y,Failure to yield,East,West,,M,N,N,N,Shoulder / roadside,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,Other / unknown,,,,,None,No control,No turn,Bicycle,5,20.0,1,2.0,1.0,1.0,F,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,5.0,,,,,,,,,,,,,0,Clear,69798.0,Non_WZ_Non_CMV,2020/pdf/206091820,unit 1 was riding a bicyle down an un named alley. unit 2 had just turned onto poplar ave from e front st and was traveling north bound on poplar. unit 1 failed to yeild coming out of the alley and was struck by unit 2. unit 1 is at fault., riding bicyle name poplar poplar yeild fault 
1052,206094006,20206094006,https://hsip.dot.state.oh.us/api/report/20206094006,2020,6/1/2020 0:00,6,MFRAMR01678B*C,M,FRA,0.605,40.037763,-83.066671,79002,19234.0,6/16/2020 0:00,Minor injury suspected,Pedalcycles,3,N,,N,N,Minor arterial roads,22,0,,,,N,0.605,MFRAMR01678B*C,N,Dark - lighted roadway,202000738,4,6,,1,1,2,UPPER ARLINGTON,Not an intersection,,N,N,4.0,N,0.0,,N,3984,N,UPPER ARLINGTON,N,,,,REED,RD,,,,,N,,,,3,,,,,N,Y,N,0,,N,,0,Dry,Straight level,,138222.0,N,0.605,12,Y,Improper lane change,South,North,,F,N,N,N,Travel lane ? other location,4,Nothing struck,1,2,35,Changing lanes,Motor vehicle in transport,,,,,,None,No control,No turn,Bicycle,5,80.0,1,2.0,1.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,6.0,NT,3,33.0,,,,,,,,,,,,,0,Cloudy,70124.0,Non_WZ_Non_CMV,2020/pdf/206094006,"unit 1, a bicylcist, was northbound on reed road in the curb lane. unit 2 was northbound on reed road in the center lane. unit 1 veered left in front of unit 2 and was struck by unit 2 in front of 3984 reed rd. unit 1 suffered minor injuries and was treated by medics on scene.", bicylcist center veer suffer medic 
1053,206094777,20206094777,https://hsip.dot.state.oh.us/api/report/20206094777,2020,6/1/2020 0:00,2,MLUCMR00299**C,M,LUC,4.88,41.652555,-83.414422,58730,87868.0,6/11/2020 0:00,Fatal,Pedalcycles,5,N,,N,N,Major collector roads,18,0,,22563167-2169-4abd-8387-6d0aa2a37262,b14da108-a05d-48f3-9e1a-72b1051226c8,N,4.88,MLUCMR00299**C,N,Daylight,20200212,4,6,,2,0,2,OREGON,Not an intersection,,N,Y,2.0,N,0.0,,N,5557,N,OREGON,N,,,,Seaman,RD,,,,,N,,,5557TH,3,,,,,N,N,N,1,,N,,0,Dry,Straight level,,79357.0,N,4.88,13,Y,Ran stop sign,North,South,,M,N,N,N,Midblock ? marked crosswalk,1,Nothing struck,1,2,0,Other non-motorist,Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,0,51.0,1,3.0,4.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,6.0,NT,3,35.0,,,,,,,,,,,,,0,Clear,70199.0,Non_WZ_Non_CMV,2020/pdf/206094777,"unit #1 was on a bicycle riding south through the parking lot of 5665 seaman rd., traveling towards seaman rd. unit #2 was westbound in the 5600 block of seaman rd. just prior to entering seaman rd., unit 1 turned to the west to head to the bike path just west of the parking lot at 5665 seaman rd. once at the bicycle path, unit 1 turned south and attempted to cross seaman rd. unit #1 failed to stop prior to crossing seaman rd and was struck by unit #2. the rider of unit 1 was ejected from the bicycle and came to rest in the grass on the north side of seaman rd, in front of 5557 seaman rd. the rider of unit 1 was transported by lucas county ems to st. vincent mercy medical center where he sucomed to his injuries. the occupants of unit #2 reported no injuries at the scene.",  prior path path prior eject rest grass ems center sucome occupant 
